factory_id,product,units_produced,defect_rate,production_cost
9,Consumer Goods,881,0.045877804100859,70660
13,Steel,2135,0.04670203555227139,196009
15,Cement,13293,0.13285660774180072,151002
19,Consumer Goods,10976,0.05360992559391764,101045
15,Consumer Goods,12350,0.013266372216804623,143747
7,Cement,7917,0.08555641619548222,160117
3,Consumer Goods,3137,0.145920826011215,72823
8,Steel,15625,0.021073368864017096,52331
13,Cement,6070,0.05008198581899001,31940
16,Steel,6550,0.07573044477089959,132327
3,Cement,18835,0.1262672154481805,57031
1,Steel,16904,0.047645320678135615,157730
3,Steel,13092,0.05811593525312347,53637
16,Steel,13391,0.06382929641153884,95056
1,Consumer Goods,15642,0.06314877760470936,94694
18,Consumer Goods,1509,0.03804833492410384,47172
14,Steel,13232,0.1381932234283755,126882
7,Steel,8279,0.12100744209523227,149841
3,Cement,15101,0.14658998914679772,172299
16,Consumer Goods,7640,0.061939124078217445,178111
6,Steel,19532,0.016341341764001767,90449
18,Consumer Goods,8324,0.02617015200923946,85976
13,Cement,15468,0.06004770731938195,123681
2,Steel,13111,0.13754897428785162,95327
12,Consumer Goods,5885,0.14735186279745593,155190
4,Cement,16744,0.12507959485799508,180696
9,Steel,14924,0.04337956607701624,91387
5,Consumer Goods,15517,0.102357920424348,140098
10,Cement,19336,0.09352501903250011,114062
6,Cement,7008,0.12525533003811753,150438
1,Consumer Goods,12659,0.08136490929295423,109488
5,Steel,12433,0.05453818130953561,171979
6,Consumer Goods,12605,0.012698865517874804,190453
19,Cement,12488,0.12130366717675406,130417
11,Cement,11254,0.08423476605938883,183977
15,Steel,8036,0.08478623286534986,194208
2,Consumer Goods,2717,0.14398872629100593,166852
15,Steel,17030,0.0780718447878897,144860
7,Steel,18810,0.05421218659207328,23781
17,Cement,4254,0.05757731545501165,150691
12,Consumer Goods,8771,0.0116445653312382,166125
12,Consumer Goods,7095,0.02712914471498648,44722
5,Cement,17861,0.016133226858472932,121341
7,Cement,14366,0.04405642192112056,12640
2,Consumer Goods,6552,0.019051326147016642,62683
13,Steel,19688,0.05635627728628073,14427
9,Steel,4890,0.027658132131060477,75149
15,Consumer Goods,9845,0.13850866638513862,36628
15,Steel,6512,0.14137374749948206,90155
1,Steel,6383,0.09448390351863394,112230
3,Cement,9304,0.12276828532089194,29652
1,Steel,10502,0.10480958009065905,109581
19,Cement,5151,0.12355524456229892,116233
13,Steel,3456,0.09957300840451526,37461
15,Consumer Goods,6281,0.07022711404761034,64866
13,Cement,3706,0.13232562401664527,189947
18,Consumer Goods,16757,0.07132929454233329,171959
17,Cement,17713,0.06546974850956011,134933
1,Steel,5097,0.09741363990297619,38813
15,Consumer Goods,9665,0.14131045212277,55430
4,Cement,1159,0.07190839777953012,25682
2,Consumer Goods,8305,0.09049226793313561,196762
19,Consumer Goods,1260,0.07892658078702028,105398
8,Steel,9023,0.1373626071099945,48568
16,Cement,1458,0.1047443003232335,15143
8,Steel,10450,0.06874251296722314,36282
10,Consumer Goods,6340,0.09496637049287789,175996
16,Cement,4908,0.03184828761275351,166873
5,Consumer Goods,2355,0.057872144158726206,85161
19,Consumer Goods,17238,0.11306537032284683,197164
6,Cement,6121,0.08873517879597276,143121
10,Consumer Goods,2772,0.053998193667943464,85549
5,Cement,15142,0.06072170677017709,86518
19,Cement,5390,0.1233695850102588,193037
19,Cement,3662,0.0857236204130142,191358
13,Consumer Goods,7017,0.04342584565388686,196443
15,Steel,8895,0.05155380861270465,155619
8,Consumer Goods,1108,0.07550369156837508,175816
11,Consumer Goods,8576,0.11679725948958643,91525
1,Cement,1640,0.1496416600258891,135114
4,Steel,12853,0.036006465720062504,105506
13,Cement,5374,0.11569006314274471,139333
7,Consumer Goods,5496,0.0964107322279536,78549
7,Steel,14197,0.0843670223449771,113287
6,Cement,8673,0.14530398737314754,140710
8,Consumer Goods,6735,0.05518549696498855,88034
12,Consumer Goods,5696,0.03477695404570701,97840
18,Steel,8417,0.13286360210013817,190430
15,Consumer Goods,16111,0.019616449316346617,68457
16,Consumer Goods,1238,0.12439675444239064,90529
1,Consumer Goods,14683,0.09249303903491808,145232
10,Consumer Goods,11392,0.032960544841649266,164015
15,Steel,4223,0.04183070216107657,191246
13,Consumer Goods,1157,0.03181768297340198,197989
19,Consumer Goods,19610,0.11056739585956449,138291
13,Consumer Goods,9801,0.0306235620912396,143596
9,Steel,2664,0.10539192248417868,190195
16,Steel,8838,0.027941041336877,57098
14,Cement,12747,0.12231732258207921,85192
9,Steel,7302,0.13872870908002935,133249
18,Consumer Goods,5131,0.08830368395491467,188918
4,Steel,3729,0.14526576521039794,96447
12,Steel,5729,0.06465324240952833,47156
5,Steel,12330,0.044244343774462354,137676
11,Consumer Goods,15996,0.03482154585557485,179685
5,Cement,5696,0.07705486864727018,165972
19,Cement,19201,0.028304566229839102,116340
7,Cement,1421,0.13261068798647654,114869
4,Cement,8349,0.11986717243796625,47293
8,Steel,3478,0.08869657661077535,96369
6,Cement,9779,0.11100481580267935,69022
6,Steel,6277,0.016998642419031672,150783
4,Steel,2596,0.03849249038913697,47156
14,Cement,6072,0.09696966499618144,102783
3,Consumer Goods,19076,0.07684573163979457,179372
10,Cement,17800,0.09464721719446206,145548
6,Cement,13185,0.02245566599626428,157680
18,Steel,5922,0.1013391581346635,166550
10,Steel,19972,0.12250627598555397,56876
9,Cement,4676,0.0864785256196717,48181
16,Cement,10923,0.06003698261674971,188695
4,Consumer Goods,7110,0.034450699967965265,51566
11,Consumer Goods,7738,0.04714970642476467,57780
12,Consumer Goods,2481,0.08315459955146912,55498
19,Steel,18272,0.04577249612747957,136451
10,Consumer Goods,16598,0.11891237523306016,166089
7,Steel,11096,0.02844374364992463,176495
7,Steel,12212,0.08229939725367964,179241
18,Cement,16596,0.07943526538223594,55999
3,Consumer Goods,3717,0.029444916866464707,156544
12,Cement,10794,0.1492982613070922,55322
14,Cement,6316,0.12523895424504877,176817
2,Steel,8838,0.06411454512539896,109104
9,Consumer Goods,5181,0.10588691545452604,138385
10,Cement,16327,0.1103213679213471,57611
6,Steel,13907,0.10116079948016163,83020
17,Cement,8158,0.07054775246417856,166572
15,Consumer Goods,6552,0.1339155864276827,77561
1,Steel,1353,0.11801719344193022,170618
13,Consumer Goods,747,0.0858827935907774,80313
10,Cement,14336,0.010358789970453967,21218
12,Steel,15929,0.04127239336574883,134993
16,Cement,5037,0.08123559825753295,28566
2,Cement,10995,0.13585006795494026,74636
3,Consumer Goods,10101,0.09800693217683543,30536
8,Steel,12463,0.06850072169802363,72765
15,Cement,2963,0.01670767643737059,68133
19,Consumer Goods,15154,0.09361923181734562,195226
18,Consumer Goods,9677,0.059105306280082426,174533
1,Steel,6973,0.08523270262883169,183715
19,Cement,7811,0.11730183777821576,99101
2,Steel,3634,0.12252364970710689,94866
5,Steel,16541,0.13099895352282567,41345
18,Cement,4500,0.09904652767317489,60175
16,Steel,16673,0.13678650529040295,182058
10,Steel,8170,0.10668792136959573,43539
3,Steel,10112,0.11974797302933511,162959
10,Consumer Goods,17006,0.10596751113772158,132818
13,Cement,19201,0.13206093392681523,81999
10,Steel,9377,0.04120458346389458,63466
11,Consumer Goods,2161,0.11638419069067847,61029
7,Consumer Goods,7982,0.02640191602552163,191417
2,Steel,19759,0.022879164183459574,199852
19,Cement,12592,0.07882717153027104,109919
18,Consumer Goods,2663,0.05203320182427594,176306
11,Steel,19722,0.08887014903387642,136738
17,Cement,7752,0.10488274848072213,144259
3,Cement,8299,0.0417188060862779,131437
12,Steel,13975,0.10798964811483643,77534
2,Consumer Goods,1054,0.14936427282841888,90554
1,Cement,11899,0.11639364684163743,181614
9,Cement,8425,0.03433011026223115,185048
19,Cement,4508,0.09871735938733965,109306
8,Cement,2316,0.011327867813170252,10148
9,Consumer Goods,8039,0.0757605424463558,61053
7,Consumer Goods,15069,0.08466289118971773,196078
4,Steel,15974,0.14613285741874468,20432
16,Steel,17072,0.11320875326030111,185336
6,Consumer Goods,18324,0.10883443527256957,93660
18,Steel,1720,0.08453664526338854,14257
2,Cement,19481,0.08184464198923665,130764
11,Consumer Goods,14447,0.1488915893741393,73011
5,Cement,11560,0.012977519483440503,62175
17,Consumer Goods,10753,0.0524488268204594,15577
5,Consumer Goods,3407,0.028729735269139134,153912
3,Steel,16104,0.05409607053703403,107355
19,Consumer Goods,2215,0.0749067604735239,107045
8,Steel,16161,0.057870531241321334,32203
11,Consumer Goods,12227,0.14477871604524734,83141
3,Cement,14748,0.1052823167782827,18056
3,Cement,8309,0.11192629017540912,183845
1,Cement,6610,0.11392091130154501,92620
13,Cement,17495,0.13589177886178427,52109
10,Cement,11201,0.11752263303124696,33279
6,Cement,783,0.01226867329747958,148945
11,Consumer Goods,3170,0.04659540440955771,90812
8,Steel,15635,0.14847461399119113,179159
19,Consumer Goods,18495,0.10129742812680817,80880
11,Cement,13321,0.019536482420521153,123855
6,Cement,9373,0.07532934840023205,22226
12,Consumer Goods,12131,0.1473168244263009,196122
18,Steel,7664,0.1489973398533408,44037
3,Steel,16016,0.07054255476901383,106221
13,Steel,8130,0.13502742126178774,116907
4,Steel,14391,0.09287892359549653,52756
9,Cement,4756,0.08132010883065319,48411
16,Cement,15740,0.06767194839981842,86331
12,Steel,18406,0.13489820556539614,98684
7,Consumer Goods,16409,0.09695773391615457,50025
12,Consumer Goods,2573,0.05673167011739602,195308
8,Cement,18673,0.07887054120828789,36396
15,Consumer Goods,3870,0.07217110066477012,68659
2,Cement,2984,0.07316157646599575,193586
11,Cement,10510,0.053625372563763755,88192
5,Steel,7402,0.09861401980276605,39959
6,Steel,18942,0.017313234656632166,124474
19,Steel,7905,0.13406286237403756,199992
14,Steel,3166,0.06815557546520949,115548
7,Steel,18317,0.1221207455980852,68677
12,Steel,3884,0.11212885397848557,114537
17,Consumer Goods,17406,0.07605922872522303,184455
4,Steel,18577,0.03781947915953652,116372
10,Steel,4683,0.08870963626182514,78581
1,Cement,15844,0.14273011718395195,13265
4,Cement,1097,0.0360081447699885,195926
13,Steel,10337,0.04584174232929769,48685
6,Cement,7995,0.14902076388435034,172128
15,Consumer Goods,19220,0.13495993647157423,123145
14,Consumer Goods,18598,0.08693697899996833,65403
3,Consumer Goods,13588,0.10726376629838934,108814
19,Consumer Goods,11476,0.07202872640350742,180798
6,Steel,3676,0.06657297471986265,115822
2,Consumer Goods,14912,0.07204625572514685,174695
9,Consumer Goods,3398,0.06801831744288817,93870
13,Consumer Goods,18148,0.10457770161354533,157817
18,Consumer Goods,7443,0.0562639276001685,130143
12,Cement,7350,0.03390869688629669,36248
4,Consumer Goods,16231,0.10891945608605773,104923
7,Consumer Goods,16064,0.014381653786433156,90309
12,Cement,11151,0.11062546884830742,133886
11,Cement,2054,0.04685411736924066,194892
7,Steel,12434,0.03663540338569835,139471
10,Cement,1171,0.06305393391861033,169695
9,Cement,8774,0.026449994530519848,122480
2,Cement,13012,0.0638285474387214,193557
5,Consumer Goods,11169,0.024325041100863237,63548
10,Steel,1951,0.07768842264307187,15068
14,Steel,5737,0.034663764917119935,28980
16,Consumer Goods,10817,0.028199521931332974,47858
2,Steel,17963,0.09107534818128957,134761
19,Consumer Goods,8485,0.0975343070630928,181241
9,Cement,9974,0.010772455719797005,119768
14,Consumer Goods,1034,0.0642748389132626,194933
15,Consumer Goods,15509,0.020913852606054238,72573
19,Cement,12540,0.11341022452878693,63218
8,Cement,8261,0.10541321013574212,79528
15,Steel,5166,0.016962078626157895,121099
8,Consumer Goods,5173,0.1417750826509121,19082
4,Cement,11145,0.1443944492386563,99966
6,Steel,2662,0.05685402807777955,11695
11,Consumer Goods,10518,0.028285767227225415,105090
12,Cement,4498,0.026008053871554755,117311
9,Cement,15589,0.12770087428294039,148450
18,Consumer Goods,4192,0.07428280447353257,185292
17,Cement,7976,0.011331181687672203,99272
3,Consumer Goods,4559,0.13954929210790568,19528
13,Consumer Goods,9022,0.09298322564262576,72424
6,Consumer Goods,13770,0.10665557830779143,141320
14,Cement,2027,0.12529755123281222,19888
1,Cement,12875,0.1246010180897154,125346
4,Consumer Goods,7551,0.020612682152847547,25118
18,Steel,17457,0.09035892102428543,129458
11,Consumer Goods,6646,0.10747424789795937,10223
11,Consumer Goods,8050,0.02198686129420943,44527
8,Consumer Goods,4195,0.0411361270077188,30199
4,Steel,1023,0.06541402419231866,91973
2,Cement,9863,0.13411350885265044,113988
1,Cement,11245,0.1290886758388122,125273
10,Consumer Goods,12871,0.11949442019946667,160827
17,Consumer Goods,10113,0.14863873963630653,14384
7,Cement,10923,0.04397193122306318,76987
7,Consumer Goods,2716,0.0754940734065519,127193
13,Cement,10847,0.07254122172723393,122171
1,Steel,6836,0.10505123786928011,188226
1,Consumer Goods,9543,0.12902146012307375,138508
13,Cement,16073,0.07883558573909699,27506
1,Cement,13906,0.07881445103279018,84710
6,Steel,9871,0.09516449379932629,169444
10,Consumer Goods,4095,0.11394643731016073,134288
1,Steel,10551,0.0381821099664499,91548
5,Cement,1237,0.14466033707706086,146495
2,Cement,11504,0.022887487287656605,122510
3,Steel,11484,0.013234010255167706,19841
3,Steel,19702,0.06023079698476398,98915
18,Steel,13586,0.1082008912433259,159038
8,Consumer Goods,13991,0.1469304949854981,155673
9,Cement,5842,0.1405864638184946,88766
2,Consumer Goods,19047,0.10638824262105268,147856
2,Consumer Goods,13748,0.07111640074135328,93088
16,Steel,19960,0.09341225031298016,18336
7,Consumer Goods,9218,0.14561202090406086,114614
4,Consumer Goods,948,0.047170149263447994,142138
5,Steel,11912,0.07695930033988214,125659
1,Steel,14936,0.10700623670041615,19768
10,Steel,16826,0.011441843497825576,148254
13,Cement,7373,0.06337659841025804,153488
15,Cement,7197,0.08950770804797498,63305
1,Consumer Goods,4661,0.13612855910456423,55109
18,Consumer Goods,8496,0.14887967262402443,199663
14,Cement,10543,0.08788541687187848,54746
18,Consumer Goods,619,0.1422412402457259,21837
12,Steel,15080,0.0238971721229278,142338
12,Cement,13074,0.1081779154962104,75745
5,Consumer Goods,19731,0.06607761102473203,96257
7,Consumer Goods,18674,0.11513628405898371,82062
13,Consumer Goods,13205,0.1314812962717868,152545
9,Cement,19901,0.01752139986625141,163814
6,Cement,17234,0.14096629611198683,84541
7,Cement,10894,0.01954186695633543,66409
18,Steel,10244,0.11547577215001059,95440
15,Consumer Goods,2750,0.019669766170387355,99243
8,Consumer Goods,14696,0.13063550335768134,46217
16,Steel,12201,0.03869740647083798,143203
17,Cement,13777,0.07076984636858057,68792
3,Cement,14628,0.14056692694782352,81663
13,Cement,15516,0.1208894260220029,123302
9,Steel,15881,0.120008534730127,191919
15,Consumer Goods,12716,0.11686620940359582,126197
16,Steel,16821,0.08972091258084995,85686
16,Consumer Goods,5894,0.14320020635198752,115248
19,Consumer Goods,11876,0.12642900174474403,167784
4,Consumer Goods,18776,0.07164033362060042,98625
19,Steel,17781,0.113957832380556,175068
19,Cement,2238,0.14973504634188936,151826
2,Cement,14356,0.1319400653700987,145283
6,Steel,11694,0.010171218794365538,111722
13,Consumer Goods,13433,0.11330406553827999,110752
15,Steel,11790,0.13570343304226723,145466
10,Cement,3003,0.0558853647552371,129452
10,Steel,10162,0.1468488598439247,105984
4,Consumer Goods,12444,0.06618191118893878,103291
14,Cement,12322,0.06896477005002222,161339
8,Consumer Goods,13752,0.03252209298579917,65347
6,Steel,3061,0.02352324142972153,174847
12,Consumer Goods,4994,0.08512339803881014,138352
8,Steel,16850,0.09438857278502384,51171
6,Cement,17270,0.06136551236479598,146300
15,Cement,7261,0.0949253167279755,83633
19,Cement,4251,0.06525391935538373,122591
14,Consumer Goods,3200,0.1315458978495993,145142
3,Steel,6344,0.14353524022030445,13893
18,Steel,8991,0.09309569931416041,126081
10,Steel,16915,0.1279184276210167,119072
14,Consumer Goods,19388,0.1295238098203154,84991
14,Steel,9233,0.10992677664069195,95393
7,Cement,17430,0.03688026448606184,150276
7,Steel,17867,0.031691331500199565,40491
11,Consumer Goods,15259,0.13872779410164213,92715
18,Cement,14767,0.04710858317399313,191427
10,Cement,17380,0.044486318616116426,128031
15,Consumer Goods,18799,0.03325802330756955,162480
12,Cement,13195,0.08384356667519575,120676
17,Steel,17372,0.10477964838773474,15892
17,Consumer Goods,10757,0.10466260576996289,111676
1,Steel,18604,0.046547377951381516,174260
6,Consumer Goods,13883,0.023269957960487954,143329
15,Consumer Goods,7278,0.05342932947440966,173123
19,Consumer Goods,670,0.08048086963232233,16079
14,Steel,9091,0.09574159935682945,63252
10,Consumer Goods,15745,0.04788405118441789,63743
10,Cement,12284,0.03564217760143762,193402
7,Steel,14566,0.12782059878113755,114277
7,Consumer Goods,18224,0.1301096304431741,140521
14,Consumer Goods,4915,0.049193879727322115,35306
15,Steel,12313,0.088415798384089,148626
9,Cement,7120,0.07157570470036638,18370
15,Cement,14277,0.029875408443608413,146681
9,Consumer Goods,8422,0.14168207196518884,73291
7,Consumer Goods,2589,0.011369611011136937,99153
11,Cement,733,0.036260691843909405,155080
5,Consumer Goods,17439,0.058379089034921665,166176
9,Cement,10646,0.1299045757255604,142482
6,Cement,4233,0.12041151245727703,184631
7,Cement,3775,0.0911837690392706,51295
14,Cement,15578,0.10730293374472004,69979
19,Consumer Goods,7973,0.057727623643424354,129541
11,Steel,5446,0.1416758164706219,58387
7,Steel,17880,0.013750220398451014,121312
6,Cement,1345,0.02413001472251935,190434
4,Consumer Goods,7153,0.13957753651695404,19859
14,Steel,1819,0.1423072276842327,60606
3,Steel,10402,0.07867994052102276,25955
17,Cement,14832,0.09070450995698301,30528
15,Cement,3390,0.1363552997087591,75976
1,Consumer Goods,3125,0.129480809550968,163576
11,Steel,6013,0.13067326317960906,67894
13,Cement,9144,0.06204998426097167,198867
3,Cement,2129,0.12627669732221958,149918
13,Consumer Goods,10952,0.019703484158786748,153606
18,Cement,15244,0.07817502644923144,141739
9,Cement,1058,0.04323697144996844,179999
2,Cement,8570,0.015011689895894187,118933
8,Cement,11407,0.09640952016087026,57451
2,Cement,1568,0.02066518501474076,96296
1,Consumer Goods,11446,0.026822293098687035,13622
3,Cement,9952,0.021444312733540905,128928
17,Steel,11462,0.14650665736129878,57149
7,Cement,15972,0.015493416591957633,94430
10,Cement,6398,0.047765903684603324,165507
19,Steel,8310,0.10127978711925273,72260
9,Steel,8496,0.12527364985311706,44161
18,Cement,17333,0.09514849340159882,99394
15,Consumer Goods,4139,0.14671024588957313,148641
17,Steel,2413,0.05727914923456304,27939
17,Consumer Goods,11489,0.0760807689174412,34063
19,Cement,5133,0.12498220102876373,78925
9,Cement,5828,0.10543763500878447,152290
6,Steel,5909,0.03996938883674908,38673
19,Steel,19429,0.07981348361665395,10971
8,Consumer Goods,5311,0.14663430434440816,41356
6,Cement,5827,0.13082324459331182,144919
17,Steel,3961,0.03685247565968885,156980
6,Steel,8033,0.03517002567005319,73798
13,Steel,1959,0.12597523243182257,47080
2,Consumer Goods,11910,0.037845230200172594,88394
12,Cement,14831,0.07339051503911925,109899
7,Steel,17340,0.03530620877100701,106600
6,Steel,8668,0.012052800684794151,53085
17,Steel,6030,0.13255651045868205,193414
8,Cement,1144,0.11906062190437963,150926
6,Consumer Goods,11021,0.07588238010045863,87006
19,Consumer Goods,13201,0.0323410600024168,119140
9,Cement,7764,0.12289847914888884,99436
16,Consumer Goods,14248,0.06031141863036694,163366
18,Consumer Goods,6247,0.10267288256159222,107154
19,Steel,3261,0.05433722211655857,151621
7,Consumer Goods,14801,0.07052019469218847,48651
8,Steel,17353,0.08496605609766833,52900
19,Consumer Goods,9000,0.11668227817961391,29535
1,Steel,6517,0.12648960230383272,128827
13,Cement,7347,0.07209654455969869,82595
1,Cement,9480,0.04262561852847644,150271
11,Consumer Goods,17174,0.031510905986923236,70623
2,Steel,929,0.05770470197547351,142107
3,Cement,1097,0.12224968806366275,66249
13,Cement,8550,0.04835745554360856,123356
7,Consumer Goods,5027,0.016652795260585742,34399
2,Steel,2057,0.08899865218198136,60301
2,Steel,1172,0.014705907757835838,50007
3,Cement,3354,0.13388951971022095,133611
13,Consumer Goods,18462,0.10492846713538316,96317
12,Cement,18316,0.04595834998188199,128343
1,Cement,6021,0.07567281057810307,106604
18,Consumer Goods,8732,0.11349035616475825,96136
5,Consumer Goods,4979,0.1381957366980063,109089
19,Consumer Goods,19817,0.13242352664173906,28986
10,Steel,18198,0.019734412841290405,55263
6,Consumer Goods,18699,0.021359782146234352,16617
18,Consumer Goods,4778,0.09368131876308856,11358
15,Cement,2395,0.07950944964090505,118620
14,Consumer Goods,17947,0.051011190304299216,53579
16,Consumer Goods,14410,0.14666423248705582,10212
4,Cement,11988,0.11447738981171593,83278
19,Steel,5904,0.10622444277450044,96513
8,Consumer Goods,9026,0.03538615698868409,40487
1,Cement,12925,0.049750324273906715,176784
13,Steel,6093,0.09470261577547065,38539
9,Steel,13275,0.12138350501121015,181520
1,Consumer Goods,3176,0.14034844892844628,126941
15,Steel,5765,0.10768176317872255,107937
